Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Was Celsius born in Uppsala in Sweden ?,Yes,S08,"['was', 'celsius', 'born', 'in', 'uppsala', 'in', 'sweden']","['<sos>', 'yes', '<eos>']","[12, 151, 47, 8, 567, 8, 692]","[2, 6, 3]","[12, 151, 47, 8, 567, 8, 692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,Yes he did,S08,"['did', 'he', 'not', 'determine', 'the', 'dependence', 'of', 'the', 'boiling', 'of', 'water', 'with', 'atmospheric', 'pressure', 'lrb', 'in', 'excellent', 'agreement', 'with', 'modern', 'data', 'rrb']","['<sos>', 'yes', 'he', 'did', '<eos>']","[14, 32, 49, 1569, 4, 1101, 5, 4, 423, 5, 99, 34, 860, 492, 213, 8, 863, 2592, 34, 133, 2593, 181]","[2, 6, 32, 14, 3]","[14, 32, 49, 1569, 4, 1101, 5, 4, 423, 5, 99, 34, 860, 492, 213, 8, 863, 2592, 34, 133]","[2, 6, 32, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened from 1730 to 1744?,He was professor of astronomy at Uppsala University,S08,"['what', 'happened', 'from', '1730', 'to', '1744']","['<sos>', 'he', 'was', 'professor', 'of', 'astronomy', 'at', 'uppsala', 'university', '<eos>']","[10, 88, 26, 2594, 13, 1104]","[2, 32, 12, 150, 5, 2425, 36, 567, 70, 3]","[10, 88, 26, 2594, 13, 1104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 32, 12, 150, 5, 2425, 36, 567, 70, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in 1745?,The scale was reversed,S08,"['what', 'happened', 'in', '1745']","['<sos>', 'the', 'scale', 'was', 'reversed', '<eos>']","[10, 88, 8, 2595]","[2, 4, 493, 12, 2426, 3]","[10, 88, 8, 2595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 493, 12, 2426, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles insects?,Yes,S08,"['are', 'beetles', 'insects']","['<sos>', 'yes', '<eos>']","[15, 161, 2596]","[2, 6, 3]","[15, 161, 2596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can beetles be found in polar regions?,No,S08,"['can', 'beetles', 'be', 'found', 'in', 'polar', 'regions']","['<sos>', 'no', '<eos>']","[50, 161, 56, 291, 8, 122, 494]","[2, 16, 3]","[50, 161, 56, 291, 8, 122, 494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do beetles antennae function primarily as organs of smell?,Yes,S08,"['do', 'beetles', 'antennae', 'function', 'primarily', 'as', 'organs', 'of', 'smell']","['<sos>', 'yes', '<eos>']","[19, 161, 864, 2597, 1107, 20, 865, 5, 2598]","[2, 6, 3]","[19, 161, 864, 2597, 1107, 20, 865, 5, 2598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the three sections of a beetle?,"the head, the thorax, and the abdomen",S08,"['what', 'are', 'the', 'three', 'sections', 'of', 'a', 'beetle']","['<sos>', 'the', 'head', 'the', 'thorax', 'and', 'the', 'abdomen', '<eos>']","[10, 15, 4, 107, 1570, 5, 9, 696]","[2, 4, 251, 4, 4369, 11, 4, 2427, 3]","[10, 15, 4, 107, 1570, 5, 9, 696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 251, 4, 4369, 11, 4, 2427, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry,S08,"['which', 'defense', 'mechanism', 'uses', 'colour', 'or', 'shape', 'to', 'deceive', 'potential', 'enemies']","['<sos>', 'mimicry', '<eos>']","[45, 1108, 1109, 1110, 2599, 38, 429, 13, 2600, 1571, 2601]","[2, 4370, 3]","[45, 1108, 1109, 1110, 2599, 38, 429, 13, 2600, 1571, 2601, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4370, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which type of beetle is a pest of potato plants?,Colorado potato beetle,S08,"['which', 'type', 'of', 'beetle', 'is', 'a', 'pest', 'of', 'potato', 'plants']","['<sos>', 'colorado', 'potato', 'beetle', '<eos>']","[45, 264, 5, 696, 7, 9, 2602, 5, 1572, 569]","[2, 2428, 1572, 696, 3]","[45, 264, 5, 696, 7, 9, 2602, 5, 1572, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2428, 1572, 696, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How can beetle larvae be differentiated from other insect larvae?,"their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body",S08,"['how', 'can', 'beetle', 'larvae', 'be', 'differentiated', 'from', 'other', 'insect', 'larvae']","['<sos>', 'their', 'hardened', 'often', 'darkened', 'head', 'the', 'presence', 'of', 'chewing', 'mouthparts', 'and', 'spiracles', 'along', 'the', 'sides', 'of', 'the', 'body', '<eos>']","[17, 50, 696, 1111, 56, 2603, 26, 109, 1573, 1111]","[2, 74, 867, 171, 4371, 251, 4, 1623, 5, 4372, 2429, 11, 4373, 355, 4, 2430, 5, 4, 274, 3]","[17, 50, 696, 1111, 56, 2603, 26, 109, 1573, 1111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 74, 867, 171, 4371, 251, 4, 1623, 5, 4372, 2429, 11, 4373, 355, 4, 2430, 5, 4, 274, 3]"
What do beetles eat?,"Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",S08,"['what', 'do', 'beetles', 'eat']","['<sos>', 'some', 'are', 'generalists', 'eating', 'both', 'plants', 'and', 'animals', 'other', 'beetles', 'are', 'highly', 'specialised', 'in', 'their', 'diet', '<eos>']","[10, 19, 161, 241]","[2, 114, 15, 4374, 4375, 278, 569, 11, 242, 109, 161, 15, 1497, 4376, 8, 74, 753, 3]","[10, 19, 161, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 114, 15, 4374, 4375, 278, 569, 11, 242, 109, 161, 15, 1497, 4376, 8, 74, 753, 3, 0, 0]"
What are the similarities between beetles and grasshoppers?,mouthparts,S08,"['what', 'are', 'the', 'similarities', 'between', 'beetles', 'and', 'grasshoppers']","['<sos>', 'mouthparts', '<eos>']","[10, 15, 4, 2604, 123, 161, 11, 2605]","[2, 2429, 3]","[10, 15, 4, 2604, 123, 161, 11, 2605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2429, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are certain species of beetles considered pests?,Yes,S08,"['are', 'certain', 'species', 'of', 'beetles', 'considered', 'pests']","['<sos>', 'yes', '<eos>']","[15, 1574, 57, 5, 161, 344, 2606]","[2, 6, 3]","[15, 1574, 57, 5, 161, 344, 2606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is a beetle's general anatomy uniform?,Yes,S08,"['is', 'a', 'beetles', 'general', 'anatomy', 'uniform']","['<sos>', 'yes', '<eos>']","[7, 9, 161, 377, 2607, 2608]","[2, 6, 3]","[7, 9, 161, 377, 2607, 2608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles endopterygotes?,yes,S08,"['are', 'beetles', 'endopterygotes']","['<sos>', 'yes', '<eos>']","[15, 161, 1575]","[2, 6, 3]","[15, 161, 1575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species of beetles are there?,"350,000",S08,"['how', 'many', 'species', 'of', 'beetles', 'are', 'there']","['<sos>', '350000', '<eos>']","[17, 29, 57, 5, 161, 15, 41]","[2, 1577, 3]","[17, 29, 57, 5, 161, 15, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1577, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When are sperm cells transferred to the female?,during pairing,S08,"['when', 'are', 'sperm', 'cells', 'transferred', 'to', 'the', 'female']","['<sos>', 'during', 'pairing', '<eos>']","[24, 15, 2609, 1576, 2610, 13, 4, 265]","[2, 101, 4377, 3]","[24, 15, 2609, 1576, 2610, 13, 4, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 101, 4377, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the study of beetles called?,coleopterology,S08,"['what', 'is', 'the', 'study', 'of', 'beetles', 'called']","['<sos>', 'coleopterology', '<eos>']","[10, 7, 4, 191, 5, 161, 53]","[2, 1583, 3]","[10, 7, 4, 191, 5, 161, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1583, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is it possible that there are more than 350,000 species of beetles?",yes,S08,"['is', 'it', 'possible', 'that', 'there', 'are', 'more', 'than', '350000', 'species', 'of', 'beetles']","['<sos>', 'yes', '<eos>']","[7, 27, 570, 35, 41, 15, 72, 42, 1577, 57, 5, 161]","[2, 6, 3]","[7, 27, 570, 35, 41, 15, 72, 42, 1577, 57, 5, 161, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the Adephaga suborder larger than the Polyphaga suborder?,no,S08,"['is', 'the', 'adephaga', 'suborder', 'larger', 'than', 'the', 'polyphaga', 'suborder']","['<sos>', 'no', '<eos>']","[7, 4, 2611, 495, 162, 42, 4, 2612, 495]","[2, 16, 3]","[7, 4, 2611, 495, 162, 42, 4, 2612, 495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do carrion beetles eat dung?,no,S08,"['do', 'carrion', 'beetles', 'eat', 'dung']","['<sos>', 'no', '<eos>']","[19, 2613, 161, 241, 2614]","[2, 16, 3]","[19, 2613, 161, 241, 2614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are prey of various animals including birds and mammals?,Beetles.,S08,"['what', 'are', 'prey', 'of', 'various', 'animals', 'including', 'birds', 'and', 'mammals']","['<sos>', 'beetles', '<eos>']","[10, 15, 496, 5, 1112, 242, 571, 345, 11, 1113]","[2, 161, 3]","[10, 15, 496, 5, 1112, 242, 571, 345, 11, 1113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 161, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera"".",S08,"['what', 'was', 'given', 'by', 'aristotle', 'for', 'the', 'hardened', 'shield', 'like', 'forewings']","['<sos>', 'the', 'name', 'coleoptera', '<eos>']","[10, 12, 866, 25, 1578, 18, 4, 867, 2615, 170, 2616]","[2, 4, 73, 1581, 3]","[10, 12, 866, 25, 1578, 18, 4, 867, 2615, 170, 2616, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 73, 1581, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who or what vary greatly in form within the coleoptera?,Antennae.,S08,"['who', 'or', 'what', 'vary', 'greatly', 'in', 'form', 'within', 'the', 'coleoptera']","['<sos>', 'antennae', '<eos>']","[33, 38, 10, 1579, 1580, 8, 214, 1114, 4, 1581]","[2, 864, 3]","[33, 38, 10, 1579, 1580, 8, 214, 1114, 4, 1581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 864, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are many beetles territorial?,Yes.,S08,"['are', 'many', 'beetles', 'territorial']","['<sos>', 'yes', '<eos>']","[15, 29, 161, 2617]","[2, 6, 3]","[15, 29, 161, 2617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles endopterygotes with complete metamorphosis?,Yes.,S08,"['are', 'beetles', 'endopterygotes', 'with', 'complete', 'metamorphosis']","['<sos>', 'yes', '<eos>']","[15, 161, 1575, 34, 1115, 2618]","[2, 6, 3]","[15, 161, 1575, 34, 1115, 2618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Oxygen is what?,One kind of gas obtained via a tracheal system.,S08,"['oxygen', 'is', 'what']","['<sos>', 'one', 'kind', 'of', 'gas', 'obtained', 'via', 'a', 'tracheal', 'system', '<eos>']","[2619, 7, 10]","[2, 59, 714, 5, 732, 4378, 4379, 9, 4380, 329, 3]","[2619, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 59, 714, 5, 732, 4378, 4379, 9, 4380, 329, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,Yes.,S08,"['is', 'there', 'a', 'thriving', 'industry', 'in', 'the', 'collection', 'of', 'beetle', 'specimens', 'for', 'amateur', 'and', 'professional', 'collectors']","['<sos>', 'yes', '<eos>']","[7, 41, 9, 2620, 868, 8, 4, 424, 5, 696, 2621, 18, 2622, 11, 2623, 2624]","[2, 6, 3]","[7, 41, 9, 2620, 868, 8, 4, 424, 5, 696, 2621, 18, 2622, 11, 2623, 2624, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Have coleopterists formed organisations to facilitate the study of beetles ?,Yes.,S08,"['have', 'coleopterists', 'formed', 'organisations', 'to', 'facilitate', 'the', 'study', 'of', 'beetles']","['<sos>', 'yes', '<eos>']","[21, 1582, 497, 2625, 13, 2626, 4, 191, 5, 161]","[2, 6, 3]","[21, 1582, 497, 2625, 13, 2626, 4, 191, 5, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is the study of beetles called coleopterology , and its practitioners are coleopterists ?",Yes.,S08,"['is', 'the', 'study', 'of', 'beetles', 'called', 'coleopterology', 'and', 'its', 'practitioners', 'are', 'coleopterists']","['<sos>', 'yes', '<eos>']","[7, 4, 191, 5, 161, 53, 1583, 11, 63, 2627, 15, 1582]","[2, 6, 3]","[7, 4, 191, 5, 161, 53, 1583, 11, 63, 2627, 15, 1582, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
May a single female lay from several dozen to several thousand eggs during her lifetime ?,Yes.,S08,"['may', 'a', 'single', 'female', 'lay', 'from', 'several', 'dozen', 'to', 'several', 'thousand', 'eggs', 'during', 'her', 'lifetime']","['<sos>', 'yes', '<eos>']","[316, 9, 1116, 265, 382, 26, 317, 2628, 13, 317, 1584, 192, 101, 1117, 1118]","[2, 6, 3]","[316, 9, 1116, 265, 382, 26, 317, 2628, 13, 317, 1584, 192, 101, 1117, 1118, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can beetles be found in almost all habitats?,Yes.,S08,"['can', 'beetles', 'be', 'found', 'in', 'almost', 'all', 'habitats']","['<sos>', 'yes', '<eos>']","[50, 161, 56, 291, 8, 383, 89, 2629]","[2, 6, 3]","[50, 161, 56, 291, 8, 383, 89, 2629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened on plants and fungi?,They are food to beetles.,S08,"['what', 'happened', 'on', 'plants', 'and', 'fungi']","['<sos>', 'they', 'are', 'food', 'to', 'beetles', '<eos>']","[10, 88, 28, 569, 11, 2630]","[2, 78, 15, 270, 13, 161, 3]","[10, 88, 28, 569, 11, 2630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 78, 15, 270, 13, 161, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Calvin Coolidge the twenty-ninth vice president?,no,S08,"['was', 'calvin', 'coolidge', 'the', 'twentyninth', 'vice', 'president']","['<sos>', 'no', '<eos>']","[12, 498, 143, 4, 2631, 869, 67]","[2, 16, 3]","[12, 498, 143, 4, 2631, 869, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Was Calvin Coolidge born in Plymouth, Windsor County, Vermont?",yes,S08,"['was', 'calvin', 'coolidge', 'born', 'in', 'plymouth', 'windsor', 'county', 'vermont']","['<sos>', 'yes', '<eos>']","[12, 498, 143, 47, 8, 1119, 1585, 419, 1586]","[2, 6, 3]","[12, 498, 143, 47, 8, 1119, 1585, 419, 1586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Coolidge graduate from Black River Academy?,yes,S08,"['did', 'coolidge', 'graduate', 'from', 'black', 'river', 'academy']","['<sos>', 'yes', '<eos>']","[14, 143, 870, 26, 215, 243, 1587]","[2, 6, 3]","[14, 143, 870, 26, 215, 243, 1587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did he drop John from his name?,upon graduating from college,S08,"['when', 'did', 'he', 'drop', 'john', 'from', 'his', 'name']","['<sos>', 'upon', 'graduating', 'from', 'college', '<eos>']","[24, 14, 32, 2632, 98, 26, 30, 73]","[2, 628, 1589, 26, 292, 3]","[24, 14, 32, 2632, 98, 26, 30, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 628, 1589, 26, 292, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Coolidge meet and marry Grace Anna Goodhue?,1905,S08,"['when', 'did', 'coolidge', 'meet', 'and', 'marry', 'grace', 'anna', 'goodhue']","['<sos>', '1905', '<eos>']","[24, 14, 143, 871, 11, 384, 697, 872, 1120]","[2, 1596, 3]","[24, 14, 143, 871, 11, 384, 697, 872, 1120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1596, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What period of rapid economic growth did the United States experience during Coolidge's presidency?,the Roaring Twenties,S08,"['what', 'period', 'of', 'rapid', 'economic', 'growth', 'did', 'the', 'united', 'states', 'experience', 'during', 'coolidges', 'presidency']","['<sos>', 'the', 'roaring', 'twenties', '<eos>']","[10, 572, 5, 2633, 499, 698, 14, 4, 106, 130, 1588, 101, 1121, 573]","[2, 4, 4381, 4382, 3]","[10, 572, 5, 2633, 499, 698, 14, 4, 106, 130, 1588, 101, 1121, 573, 0, 0, 0, 0, 0, 0]","[2, 4, 4381, 4382, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What did Coolidge do after graduating from Amherst?,"Coolidge moved to Northampton, Massachusetts",S08,"['what', 'did', 'coolidge', 'do', 'after', 'graduating', 'from', 'amherst']","['<sos>', 'coolidge', 'moved', 'to', 'northampton', 'massachusetts', '<eos>']","[10, 14, 143, 19, 68, 1589, 26, 1590]","[2, 143, 1082, 13, 4383, 575, 3]","[10, 14, 143, 19, 68, 1589, 26, 1590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 143, 1082, 13, 4383, 575, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Of what state was Coolidge governor?,Massachusetts,S08,"['of', 'what', 'state', 'was', 'coolidge', 'governor']","['<sos>', 'massachusetts', '<eos>']","[5, 10, 118, 12, 143, 430]","[2, 575, 3]","[5, 10, 118, 12, 143, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 575, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who appointed Harlan Fiske Stone to the Supreme Court?,Coolidge,S08,"['who', 'appointed', 'harlan', 'fiske', 'stone', 'to', 'the', 'supreme', 'court']","['<sos>', 'coolidge', '<eos>']","[33, 873, 2634, 2635, 2636, 13, 4, 2637, 574]","[2, 143, 3]","[33, 873, 2634, 2635, 2636, 13, 4, 2637, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 143, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Coolidge the thirteenth President of the United States?,No,S08,"['was', 'coolidge', 'the', 'thirteenth', 'president', 'of', 'the', 'united', 'states']","['<sos>', 'no', '<eos>']","[12, 143, 4, 1591, 67, 5, 4, 106, 130]","[2, 16, 3]","[12, 143, 4, 1591, 67, 5, 4, 106, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Calvin Coolidge Republican?,Yes,S08,"['was', 'calvin', 'coolidge', 'republican']","['<sos>', 'yes', '<eos>']","[12, 498, 143, 431]","[2, 6, 3]","[12, 498, 143, 431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Calvin Coolidge a governor of Massachusetts?,Yes,S08,"['was', 'calvin', 'coolidge', 'a', 'governor', 'of', 'massachusetts']","['<sos>', 'yes', '<eos>']","[12, 498, 143, 9, 430, 5, 575]","[2, 6, 3]","[12, 498, 143, 9, 430, 5, 575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When was Coolidge born?,July 4 1872,S08,"['when', 'was', 'coolidge', 'born']","['<sos>', 'july', '4', '1872', '<eos>']","[24, 12, 143, 47]","[2, 1318, 459, 1932, 3]","[24, 12, 143, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1318, 459, 1932, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where did Coolidge's grandfather had government offices?,Plymouth,S08,"['where', 'did', 'coolidges', 'grandfather', 'had', 'government', 'offices']","['<sos>', 'plymouth', '<eos>']","[31, 14, 1121, 2638, 121, 244, 2639]","[2, 1119, 3]","[31, 14, 1121, 2638, 121, 244, 2639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1119, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which state were Coolidge born in?,"Plymouth, Windsor County, Vermont",S08,"['which', 'state', 'were', 'coolidge', 'born', 'in']","['<sos>', 'plymouth', 'windsor', 'county', 'vermont', '<eos>']","[45, 118, 58, 143, 47, 8]","[2, 1119, 1585, 419, 1586, 3]","[45, 118, 58, 143, 47, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1119, 1585, 419, 1586, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Calvin Jr. older than John Coolidge?,No,S08,"['is', 'calvin', 'jr', 'older', 'than', 'john', 'coolidge']","['<sos>', 'no', '<eos>']","[7, 498, 1592, 699, 42, 98, 143]","[2, 16, 3]","[7, 498, 1592, 699, 42, 98, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Coolidge get in Amherst College?,Yes,S08,"['did', 'coolidge', 'get', 'in', 'amherst', 'college']","['<sos>', 'yes', '<eos>']","[14, 143, 1122, 8, 1590, 292]","[2, 6, 3]","[14, 143, 1122, 8, 1590, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What caused Calvin Jr.'s death?,heart attack,S08,"['what', 'caused', 'calvin', 'jrs', 'death']","['<sos>', 'heart', 'attack', '<eos>']","[10, 576, 498, 2640, 346]","[2, 2431, 827, 3]","[10, 576, 498, 2640, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2431, 827, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was John Calvin Coolidge Jr. was born in Las Vegas?,No,S08,"['was', 'john', 'calvin', 'coolidge', 'jr', 'was', 'born', 'in', 'las', 'vegas']","['<sos>', 'no', '<eos>']","[12, 98, 498, 143, 1592, 12, 47, 8, 2641, 2642]","[2, 16, 3]","[12, 98, 498, 143, 1592, 12, 47, 8, 2641, 2642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
