Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Is he most noted for his contributions to the theory of molarity and molecular weight?,yes,S08,"['is', 'he', 'most', 'noted', 'for', 'his', 'contributions', 'to', 'the', 'theory', 'of', 'molarity', 'and', 'molecular', 'weight']","['<sos>', 'yes', '<eos>']","[7, 34, 41, 759, 19, 33, 760, 13, 4, 267, 5, 1284, 12, 667, 444]","[2, 6, 3]","[7, 34, 41, 759, 19, 33, 760, 13, 4, 267, 5, 1284, 12, 667, 444, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes,S08,"['was', 'king', 'victor', 'emmanuel', 'iii', 'there', 'to', 'pay', 'homage', 'to', 'avogadro']","['<sos>', 'yes', '<eos>']","[11, 536, 1058, 1686, 1687, 40, 13, 1059, 1688, 13, 85]","[2, 6, 3]","[11, 536, 1058, 1686, 1687, 40, 13, 1059, 1688, 13, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,yes,S08,"['is', 'avogadro', 's', 'number', 'commonly', 'used', 'to', 'compute', 'the', 'results', 'of', 'chemical', 'reactions']","['<sos>', 'yes', '<eos>']","[7, 85, 227, 100, 1060, 57, 13, 1061, 4, 668, 5, 537, 1062]","[2, 6, 3]","[7, 85, 227, 100, 1060, 57, 13, 1061, 4, 668, 5, 537, 1062, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did the scientific community not reserve great attention to his theory ?,yes,S08,"['did', 'the', 'scientific', 'community', 'not', 'reserve', 'great', 'attention', 'to', 'his', 'theory']","['<sos>', 'yes', '<eos>']","[14, 4, 1063, 669, 58, 1287, 538, 2319, 13, 33, 267]","[2, 6, 3]","[14, 4, 1063, 669, 58, 1287, 538, 2319, 13, 33, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes,S08,"['was', 'king', 'victor', 'emmanuel', 'iii', 'there', 'to', 'pay', 'homage', 'to', 'avogadro']","['<sos>', 'yes', '<eos>']","[11, 536, 1058, 1686, 1687, 40, 13, 1059, 1688, 13, 85]","[2, 6, 3]","[11, 536, 1058, 1686, 1687, 40, 13, 1059, 1688, 13, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can the title of this famous 1811 paper be roughly translated into english?,yes,S08,"['can', 'the', 'title', 'of', 'this', 'famous', '1811', 'paper', 'be', 'roughly', 'translated', 'into', 'english']","['<sos>', 'yes', '<eos>']","[50, 4, 2320, 5, 269, 415, 761, 416, 52, 1064, 2321, 90, 88]","[2, 6, 3]","[50, 4, 2320, 5, 269, 415, 761, 416, 52, 1064, 2321, 90, 88, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in 1833?,Avogadro had been recalled to Turin university,S08,"['what', 'happened', 'in', '1833']","['<sos>', 'avogadro', 'had', 'been', 'recalled', 'to', 'turin', 'university', '<eos>']","[10, 151, 8, 2322]","[2, 85, 142, 61, 4846, 13, 302, 68, 3]","[10, 151, 8, 2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 85, 142, 61, 4846, 13, 302, 68, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in 1833?,blah blah blah,S08,"['what', 'happened', 'in', '1833']","['<sos>', 'blah', 'blah', 'blah', '<eos>']","[10, 151, 8, 2322]","[2, 1631, 1631, 1631, 3]","[10, 151, 8, 2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1631, 1631, 1631, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who determined the dependence of the boiling of water with atmospheric pressure?,Anders Celsius,S08,"['who', 'determined', 'the', 'dependence', 'of', 'the', 'boiling', 'of', 'water', 'with', 'atmospheric', 'pressure']","['<sos>', 'anders', 'celsius', '<eos>']","[30, 889, 4, 1288, 5, 4, 491, 5, 101, 31, 890, 445]","[2, 447, 182, 3]","[30, 889, 4, 1288, 5, 4, 491, 5, 101, 31, 890, 445, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 447, 182, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is named after him?,The Celsius crater on the Moon,S08,"['what', 'is', 'named', 'after', 'him']","['<sos>', 'the', 'celsius', 'crater', 'on', 'the', 'moon', '<eos>']","[10, 7, 106, 76, 270]","[2, 4, 182, 591, 28, 4, 539, 3]","[10, 7, 106, 76, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 182, 591, 28, 4, 539, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did he publish a collection?,1733,S08,"['when', 'did', 'he', 'publish', 'a', 'collection']","['<sos>', '1733', '<eos>']","[24, 14, 34, 535, 9, 670]","[2, 2216, 3]","[24, 14, 34, 535, 9, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2216, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is it true that he published a collection in 1738?,No,S08,"['is', 'it', 'true', 'that', 'he', 'published', 'a', 'collection', 'in', '1738']","['<sos>', 'no', '<eos>']","[7, 32, 138, 38, 34, 446, 9, 670, 8, 3810]","[2, 16, 3]","[7, 32, 138, 38, 34, 446, 9, 670, 8, 3810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is it true that thermometer had 100 for the freezing point?,Yes,S08,"['is', 'it', 'true', 'that', 'thermometer', 'had', '100', 'for', 'the', 'freezing', 'point']","['<sos>', 'yes', '<eos>']","[7, 32, 138, 38, 1689, 142, 2323, 19, 4, 1289, 303]","[2, 6, 3]","[7, 32, 138, 38, 1689, 142, 2323, 19, 4, 1289, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Celsius born in Uppsala in Sweden?,Yes,S08,"['was', 'celsius', 'born', 'in', 'uppsala', 'in', 'sweden']","['<sos>', 'yes', '<eos>']","[11, 182, 48, 8, 762, 8, 763]","[2, 6, 3]","[11, 182, 48, 8, 762, 8, 763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?",Yes,S08,"['was', 'anders', 'celsius', 'november', '27', '1701', 'april', '25', '1744', 'a', 'swedish', 'astronomer']","['<sos>', 'yes', '<eos>']","[11, 447, 182, 1290, 1690, 2324, 1065, 764, 1691, 9, 386, 2325]","[2, 6, 3]","[11, 447, 182, 1290, 1690, 2324, 1065, 764, 1691, 9, 386, 2325, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is The Celsius crater on the Moon named after him?,Yes,S08,"['is', 'the', 'celsius', 'crater', 'on', 'the', 'moon', 'named', 'after', 'him']","['<sos>', 'yes', '<eos>']","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270]","[2, 6, 3]","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?,Anders Celsius,S08,"['who', 'was', 'the', 'first', 'to', 'perform', 'and', 'publish', 'careful', 'experiments', 'aiming', 'at', 'the', 'definition', 'of', 'an', 'international', 'temperature', 'scale', 'on', 'scientific', 'grounds']","['<sos>', 'anders', 'celsius', '<eos>']","[30, 11, 4, 44, 13, 2326, 12, 535, 2327, 765, 1692, 37, 4, 671, 5, 23, 304, 341, 492, 28, 1063, 1693]","[2, 447, 182, 3]","[30, 11, 4, 44, 13, 2326, 12, 535, 2327, 765, 1692, 37, 4, 671, 5, 23, 304, 341, 492, 28]","[2, 447, 182, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Celsius crater on the Moon is what?,named after him,S08,"['the', 'celsius', 'crater', 'on', 'the', 'moon', 'is', 'what']","['<sos>', 'named', 'after', 'him', '<eos>']","[4, 182, 591, 28, 4, 539, 7, 10]","[2, 106, 76, 270, 3]","[4, 182, 591, 28, 4, 539, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 106, 76, 270, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the Celsius crater on the Moon named after him ?,Yes,S08,"['is', 'the', 'celsius', 'crater', 'on', 'the', 'moon', 'named', 'after', 'him']","['<sos>', 'yes', '<eos>']","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270]","[2, 6, 3]","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,Yes it had,S08,"['had', 'his', 'thermometer', '100', 'for', 'the', 'freezing', 'point', 'of', 'water', 'and', '0', 'for', 'the', 'boiling', 'point']","['<sos>', 'yes', 'it', 'had', '<eos>']","[142, 33, 1689, 2323, 19, 4, 1289, 303, 5, 101, 12, 2328, 19, 4, 491, 303]","[2, 6, 32, 142, 3]","[142, 33, 1689, 2323, 19, 4, 1289, 303, 5, 101, 12, 2328, 19, 4, 491, 303, 0, 0, 0, 0]","[2, 6, 32, 142, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Celsius born in Uppsala in Sweden ?,Yes,S08,"['was', 'celsius', 'born', 'in', 'uppsala', 'in', 'sweden']","['<sos>', 'yes', '<eos>']","[11, 182, 48, 8, 762, 8, 763]","[2, 6, 3]","[11, 182, 48, 8, 762, 8, 763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the Celsius crater on the Moon named after him ?,Yes,S08,"['is', 'the', 'celsius', 'crater', 'on', 'the', 'moon', 'named', 'after', 'him']","['<sos>', 'yes', '<eos>']","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270]","[2, 6, 3]","[7, 4, 182, 591, 28, 4, 539, 106, 76, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,Yes he did,S08,"['did', 'he', 'not', 'determine', 'the', 'dependence', 'of', 'the', 'boiling', 'of', 'water', 'with', 'atmospheric', 'pressure', 'lrb', 'in', 'excellent', 'agreement', 'with', 'modern', 'data', 'rrb']","['<sos>', 'yes', 'he', 'did', '<eos>']","[14, 34, 58, 1694, 4, 1288, 5, 4, 491, 5, 101, 31, 890, 445, 342, 8, 891, 3811, 31, 143, 3812, 305]","[2, 6, 34, 14, 3]","[14, 34, 58, 1694, 4, 1288, 5, 4, 491, 5, 101, 31, 890, 445, 342, 8, 891, 3811, 31, 143]","[2, 6, 34, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened from 1730 to 1744?,He was professor of astronomy at Uppsala University,S08,"['what', 'happened', 'from', '1730', 'to', '1744']","['<sos>', 'he', 'was', 'professor', 'of', 'astronomy', 'at', 'uppsala', 'university', '<eos>']","[10, 151, 26, 3813, 13, 1691]","[2, 34, 11, 171, 5, 3313, 37, 762, 68, 3]","[10, 151, 26, 3813, 13, 1691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 34, 11, 171, 5, 3313, 37, 762, 68, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in 1745?,The scale was reversed,S08,"['what', 'happened', 'in', '1745']","['<sos>', 'the', 'scale', 'was', 'reversed', '<eos>']","[10, 151, 8, 3814]","[2, 4, 492, 11, 2217, 3]","[10, 151, 8, 3814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 492, 11, 2217, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles insects?,Yes,S08,"['are', 'beetles', 'insects']","['<sos>', 'yes', '<eos>']","[15, 152, 2329]","[2, 6, 3]","[15, 152, 2329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles insects?,Yes,S08,"['are', 'beetles', 'insects']","['<sos>', 'yes', '<eos>']","[15, 152, 2329]","[2, 6, 3]","[15, 152, 2329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can beetles be found in polar regions?,No,S08,"['can', 'beetles', 'be', 'found', 'in', 'polar', 'regions']","['<sos>', 'no', '<eos>']","[50, 152, 52, 306, 8, 107, 592]","[2, 16, 3]","[50, 152, 52, 306, 8, 107, 592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can beetles be found in polar regions?,No,S08,"['can', 'beetles', 'be', 'found', 'in', 'polar', 'regions']","['<sos>', 'no', '<eos>']","[50, 152, 52, 306, 8, 107, 592]","[2, 16, 3]","[50, 152, 52, 306, 8, 107, 592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do beetles antennae function primarily as organs of smell?,Yes,S08,"['do', 'beetles', 'antennae', 'function', 'primarily', 'as', 'organs', 'of', 'smell']","['<sos>', 'yes', '<eos>']","[18, 152, 1066, 2330, 892, 20, 766, 5, 2331]","[2, 6, 3]","[18, 152, 1066, 2330, 892, 20, 766, 5, 2331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do beetles antennae function primarily as organs of smell?,Yes,S08,"['do', 'beetles', 'antennae', 'function', 'primarily', 'as', 'organs', 'of', 'smell']","['<sos>', 'yes', '<eos>']","[18, 152, 1066, 2330, 892, 20, 766, 5, 2331]","[2, 6, 3]","[18, 152, 1066, 2330, 892, 20, 766, 5, 2331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the three sections of a beetle?,"the head, the thorax, and the abdomen",S08,"['what', 'are', 'the', 'three', 'sections', 'of', 'a', 'beetle']","['<sos>', 'the', 'head', 'the', 'thorax', 'and', 'the', 'abdomen', '<eos>']","[10, 15, 4, 127, 1695, 5, 9, 593]","[2, 4, 232, 4, 3314, 12, 4, 1632, 3]","[10, 15, 4, 127, 1695, 5, 9, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 232, 4, 3314, 12, 4, 1632, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the three sections of a beetle?,"The head, the thorax, and the abdomen",S08,"['what', 'are', 'the', 'three', 'sections', 'of', 'a', 'beetle']","['<sos>', 'the', 'head', 'the', 'thorax', 'and', 'the', 'abdomen', '<eos>']","[10, 15, 4, 127, 1695, 5, 9, 593]","[2, 4, 232, 4, 3314, 12, 4, 1632, 3]","[10, 15, 4, 127, 1695, 5, 9, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 232, 4, 3314, 12, 4, 1632, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry,S08,"['which', 'defense', 'mechanism', 'uses', 'colour', 'or', 'shape', 'to', 'deceive', 'potential', 'enemies']","['<sos>', 'mimicry', '<eos>']","[42, 1291, 893, 767, 2332, 36, 358, 13, 2333, 1292, 2334]","[2, 3315, 3]","[42, 1291, 893, 767, 2332, 36, 358, 13, 2333, 1292, 2334, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3315, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which defense mechanism uses colour or shape to deceive potential enemies?,Mimicry,S08,"['which', 'defense', 'mechanism', 'uses', 'colour', 'or', 'shape', 'to', 'deceive', 'potential', 'enemies']","['<sos>', 'mimicry', '<eos>']","[42, 1291, 893, 767, 2332, 36, 358, 13, 2333, 1292, 2334]","[2, 3315, 3]","[42, 1291, 893, 767, 2332, 36, 358, 13, 2333, 1292, 2334, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3315, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which type of beetle is a pest of potato plants?,Colorado potato beetle,S08,"['which', 'type', 'of', 'beetle', 'is', 'a', 'pest', 'of', 'potato', 'plants']","['<sos>', 'colorado', 'potato', 'beetle', '<eos>']","[42, 228, 5, 593, 7, 9, 2335, 5, 1293, 594]","[2, 1633, 1293, 593, 3]","[42, 228, 5, 593, 7, 9, 2335, 5, 1293, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1633, 1293, 593, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which type of beetle is a pest of potato plants?,Colorado potato beetle,S08,"['which', 'type', 'of', 'beetle', 'is', 'a', 'pest', 'of', 'potato', 'plants']","['<sos>', 'colorado', 'potato', 'beetle', '<eos>']","[42, 228, 5, 593, 7, 9, 2335, 5, 1293, 594]","[2, 1633, 1293, 593, 3]","[42, 228, 5, 593, 7, 9, 2335, 5, 1293, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1633, 1293, 593, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How can beetle larvae be differentiated from other insect larvae?,"their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body",S08,"['how', 'can', 'beetle', 'larvae', 'be', 'differentiated', 'from', 'other', 'insect', 'larvae']","['<sos>', 'their', 'hardened', 'often', 'darkened', 'head', 'the', 'presence', 'of', 'chewing', 'mouthparts', 'and', 'spiracles', 'along', 'the', 'sides', 'of', 'the', 'body', '<eos>']","[17, 50, 593, 894, 52, 2336, 26, 102, 1696, 894]","[2, 62, 1070, 175, 3316, 232, 4, 1321, 5, 3317, 1634, 12, 3318, 322, 4, 2218, 5, 4, 312, 3]","[17, 50, 593, 894, 52, 2336, 26, 102, 1696, 894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 62, 1070, 175, 3316, 232, 4, 1321, 5, 3317, 1634, 12, 3318, 322, 4, 2218, 5, 4, 312, 3]"
How can beetle larvae be differentiated from other insect larvae?,"By their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body",S08,"['how', 'can', 'beetle', 'larvae', 'be', 'differentiated', 'from', 'other', 'insect', 'larvae']","['<sos>', 'by', 'their', 'hardened', 'often', 'darkened', 'head', 'the', 'presence', 'of', 'chewing', 'mouthparts', 'and', 'spiracles', 'along', 'the', 'sides', 'of', 'the', 'body', '<eos>']","[17, 50, 593, 894, 52, 2336, 26, 102, 1696, 894]","[2, 27, 62, 1070, 175, 3316, 232, 4, 1321, 5, 3317, 1634, 12, 3318, 322, 4, 2218, 5, 4, 312, 3]","[17, 50, 593, 894, 52, 2336, 26, 102, 1696, 894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 62, 1070, 175, 3316, 232, 4, 1321, 5, 3317, 1634, 12, 3318, 322, 4, 2218, 5, 4, 312]"
What do beetles eat?,"Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",S08,"['what', 'do', 'beetles', 'eat']","['<sos>', 'some', 'are', 'generalists', 'eating', 'both', 'plants', 'and', 'animals', 'other', 'beetles', 'are', 'highly', 'specialised', 'in', 'their', 'diet', '<eos>']","[10, 18, 152, 172]","[2, 109, 15, 4847, 4848, 352, 594, 12, 284, 102, 152, 15, 1613, 4849, 8, 62, 820, 3]","[10, 18, 152, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 109, 15, 4847, 4848, 352, 594, 12, 284, 102, 152, 15, 1613, 4849, 8, 62, 820, 3, 0, 0]"
What do beetles eat?,"They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates",S08,"['what', 'do', 'beetles', 'eat']","['<sos>', 'they', 'often', 'feed', 'on', 'plants', 'and', 'fungi', 'break', 'down', 'animal', 'and', 'plant', 'debris', 'and', 'eat', 'other', 'invertebrates', '<eos>']","[10, 18, 152, 172]","[2, 71, 175, 904, 28, 594, 12, 2350, 1120, 347, 290, 12, 2219, 4850, 12, 172, 102, 1601, 3]","[10, 18, 152, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 71, 175, 904, 28, 594, 12, 2350, 1120, 347, 290, 12, 2219, 4850, 12, 172, 102, 1601, 3, 0]"
What are the similarities between beetles and grasshoppers?,mouthparts,S08,"['what', 'are', 'the', 'similarities', 'between', 'beetles', 'and', 'grasshoppers']","['<sos>', 'mouthparts', '<eos>']","[10, 15, 4, 2337, 114, 152, 12, 1697]","[2, 1634, 3]","[10, 15, 4, 2337, 114, 152, 12, 1697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1634, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the similarities between beetles and grasshoppers?,Beetles have mouthparts similar to those of grasshoppers,S08,"['what', 'are', 'the', 'similarities', 'between', 'beetles', 'and', 'grasshoppers']","['<sos>', 'beetles', 'have', 'mouthparts', 'similar', 'to', 'those', 'of', 'grasshoppers', '<eos>']","[10, 15, 4, 2337, 114, 152, 12, 1697]","[2, 152, 21, 1634, 543, 13, 1208, 5, 1697, 3]","[10, 15, 4, 2337, 114, 152, 12, 1697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 152, 21, 1634, 543, 13, 1208, 5, 1697, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are certain species of beetles considered pests?,Yes,S08,"['are', 'certain', 'species', 'of', 'beetles', 'considered', 'pests']","['<sos>', 'yes', '<eos>']","[15, 1067, 51, 5, 152, 343, 2338]","[2, 6, 3]","[15, 1067, 51, 5, 152, 343, 2338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are certain species of beetles considered pests?,yes,S08,"['are', 'certain', 'species', 'of', 'beetles', 'considered', 'pests']","['<sos>', 'yes', '<eos>']","[15, 1067, 51, 5, 152, 343, 2338]","[2, 6, 3]","[15, 1067, 51, 5, 152, 343, 2338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is a beetle's general anatomy uniform?,Yes,S08,"['is', 'a', 'beetles', 'general', 'anatomy', 'uniform']","['<sos>', 'yes', '<eos>']","[7, 9, 152, 382, 2339, 1698]","[2, 6, 3]","[7, 9, 152, 382, 2339, 1698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is a beetle's general anatomy uniform?,yes,S08,"['is', 'a', 'beetles', 'general', 'anatomy', 'uniform']","['<sos>', 'yes', '<eos>']","[7, 9, 152, 382, 2339, 1698]","[2, 6, 3]","[7, 9, 152, 382, 2339, 1698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles endopterygotes?,yes,S08,"['are', 'beetles', 'endopterygotes']","['<sos>', 'yes', '<eos>']","[15, 152, 1699]","[2, 6, 3]","[15, 152, 1699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are beetles endopterygotes?,yes,S08,"['are', 'beetles', 'endopterygotes']","['<sos>', 'yes', '<eos>']","[15, 152, 1699]","[2, 6, 3]","[15, 152, 1699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species of beetles are there?,"350,000",S08,"['how', 'many', 'species', 'of', 'beetles', 'are', 'there']","['<sos>', '350000', '<eos>']","[17, 29, 51, 5, 152, 15, 40]","[2, 1294, 3]","[17, 29, 51, 5, 152, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1294, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
